Date,Symbol,Open,High,Low,Close,Volume LTC,Volume USD
05/06/2017,LTCUSD,27.79,31.8,27.78,30.7,527463.92,15793564.69
04/06/2017,LTCUSD,27.4,27.9,26.79,27.79,238063.83,6503913.49
03/06/2017,LTCUSD,27.9,28.3,26.79,27.4,235546.17,6506836.09
02/06/2017,LTCUSD,27.74,28.95,26.56,27.9,280614.65,7804832.78
01/06/2017,LTCUSD,25.88,29.94,25.87,27.74,611849.16,16949486.14
31/05/2017,LTCUSD,24.11,26.22,23.75,25.88,342039.58,8580099.29
30/05/2017,LTCUSD,25.77,26.5,23.5,24.11,357321.33,9024680.57
29/05/2017,LTCUSD,24.73,26.72,23.68,25.77,269715.44,6862470.51
28/05/2017,LTCUSD,23.5,26.95,23.06,24.73,341908.91,8449718.05
27/05/2017,LTCUSD,25.93,26.96,19.08,23.5,572994.58,13419575.03
26/05/2017,LTCUSD,29.64,32,24.31,25.93,558721.58,15750172.34
25/05/2017,LTCUSD,34.31,35.5,25.26,29.64,580046.24,18525811.59
24/05/2017,LTCUSD,31.06,35.88,30.25,34.31,656761.71,21633608.59
23/05/2017,LTCUSD,24.71,31.78,24.45,31.06,596122.15,17167984
22/05/2017,LTCUSD,25.92,26.99,22.5,24.71,537833.21,13471988.09
21/05/2017,LTCUSD,27.34,28.68,25.44,25.92,341759.95,9129262.43
20/05/2017,LTCUSD,27.55,27.94,26.85,27.34,220348.47,6038268.42
19/05/2017,LTCUSD,28.58,28.65,26.32,27.55,456909.12,12546064.96
18/05/2017,LTCUSD,25.3,29.41,24.63,28.58,540922.61,14509833.89
17/05/2017,LTCUSD,23.6,26.5,20.31,25.3,790142.97,18570365.38
16/05/2017,LTCUSD,25.61,25.78,21,23.6,631012.02,15258809.52
15/05/2017,LTCUSD,28.9,29.11,25.27,25.61,347190.92,9250133.09
14/05/2017,LTCUSD,29.09,30.6,27.75,28.9,251844.19,7389618.33
13/05/2017,LTCUSD,27.21,29.21,25.04,29.09,328587.74,8933917.09
12/05/2017,LTCUSD,30.69,31.59,25.06,27.21,485312.81,13927643.29
11/05/2017,LTCUSD,32.85,33.35,28.31,30.69,542384.76,16782115.46
10/05/2017,LTCUSD,33.2,38.91,30.01,32.85,835727.93,28599306.64
09/05/2017,LTCUSD,28.86,34,22.67,33.2,703347.12,20152243.39
08/05/2017,LTCUSD,30.62,30.62,28.04,28.86,426586.91,12520039.02
07/05/2017,LTCUSD,28.43,32.3,28.43,30.62,748370.61,22881135.35
06/05/2017,LTCUSD,26.33,28.88,26.31,28.43,433854.24,11954383.13
05/05/2017,LTCUSD,24.16,28.69,24.03,26.33,766740.18,20451715.77
04/05/2017,LTCUSD,22.01,29.75,21.8,24.16,1450247.94,35612605.63
03/05/2017,LTCUSD,16.24,36,15.99,22.01,1197533.03,26478452.1
02/05/2017,LTCUSD,16.47,16.62,15.5,16.24,113865.31,1830304.61
01/05/2017,LTCUSD,16.2,17.3,15.55,16.47,257116.03,4201060.65
30/04/2017,LTCUSD,16.34,16.74,15.8,16.2,261846.51,4244968.46
29/04/2017,LTCUSD,14.75,16.4,14.73,16.34,266305.26,4150641.36
28/04/2017,LTCUSD,14.98,15.12,14.5,14.75,232027.07,3443479.37
27/04/2017,LTCUSD,15.09,15.51,13.47,14.98,402612.5,5851772.51
26/04/2017,LTCUSD,15.53,16.17,14.69,15.09,332450.42,5159273.9
25/04/2017,LTCUSD,15.07,15.73,14.51,15.53,225981.2,3414586.08
24/04/2017,LTCUSD,15.38,15.41,14.3,15.07,235770,3515102.43
23/04/2017,LTCUSD,14.35,16,14.2,15.38,434460.97,6609898.43
22/04/2017,LTCUSD,12.12,16,12.03,14.35,481876.58,6649278.96
21/04/2017,LTCUSD,10.99,12.45,10.85,12.12,342382.38,4078241.93
20/04/2017,LTCUSD,10.21,11.4,10.15,10.99,218363.9,2371271.92
19/04/2017,LTCUSD,10.95,11,10.01,10.21,139821.41,1467419.21
18/04/2017,LTCUSD,11.15,11.5,10.27,10.95,283079.68,3062595.09
17/04/2017,LTCUSD,11.7,12.6,10.95,11.15,249616.12,3001542.41
16/04/2017,LTCUSD,11.69,11.87,11.57,11.7,48572.58,566925.8
15/04/2017,LTCUSD,11.61,12.14,10.46,11.69,132610.21,1547917.16
14/04/2017,LTCUSD,11.05,11.84,11.03,11.61,149897.62,1725209.07
13/04/2017,LTCUSD,11.69,11.74,10.63,11.05,191762.81,2140691.06
12/04/2017,LTCUSD,9.71,12.23,9.66,11.69,360251.94,4076958.57
11/04/2017,LTCUSD,9.87,10.35,9.45,9.71,139044.97,1373033.64
10/04/2017,LTCUSD,9.26,10.12,8.89,9.87,185954.13,1793965.5
09/04/2017,LTCUSD,10.79,10.99,8.57,9.26,198418.86,1910077.17
08/04/2017,LTCUSD,9.89,11.39,9.83,10.79,147642.87,1594804.61
07/04/2017,LTCUSD,10.87,11.39,9.39,9.89,280697.67,2911906.02
06/04/2017,LTCUSD,13,13.19,9.7,10.87,687747.5,7852934.2
05/04/2017,LTCUSD,9.15,13.75,8.88,13,601431.47,6674679.14
04/04/2017,LTCUSD,8.61,9.78,8.35,9.15,213244.28,1940832.78
03/04/2017,LTCUSD,8.34,9.5,7.5,8.61,203677.4,1765086.37
02/04/2017,LTCUSD,7.61,8.88,7.03,8.34,228467.98,1846316.05
01/04/2017,LTCUSD,7.25,7.73,6.65,7.61,143257.61,1029164.56
31/03/2017,LTCUSD,7.89,7.9,5.75,7.25,274377.89,1903348.15
30/03/2017,LTCUSD,4.3,9.9,4.26,7.89,382150.59,2739056.71
29/03/2017,LTCUSD,4.2,4.5,4.12,4.3,31159.86,133200.83
28/03/2017,LTCUSD,4.08,4.22,4.07,4.2,13802.31,57660.06
27/03/2017,LTCUSD,4.1,4.19,4.03,4.08,31272.96,128780.17
26/03/2017,LTCUSD,4.09,4.12,4.04,4.1,17015.12,69470.01
25/03/2017,LTCUSD,4.11,4.18,3.97,4.09,28307.47,114916.23
24/03/2017,LTCUSD,3.96,4.5,3.93,4.11,54808.63,227658.68
23/03/2017,LTCUSD,3.94,4.03,3.9,3.96,13081.96,51735.01
22/03/2017,LTCUSD,4.04,4.05,3.81,3.94,19297.13,75633.42
21/03/2017,LTCUSD,4.18,4.2,3.95,4.04,14631.47,59532.74
20/03/2017,LTCUSD,3.93,4.2,3.85,4.18,14199.91,57336.95
19/03/2017,LTCUSD,4.02,4.12,3.85,3.93,11722.05,47067.93
18/03/2017,LTCUSD,4.12,4.43,3.69,4.02,35574.6,145185.1
17/03/2017,LTCUSD,4.31,4.35,4,4.12,16207.12,68050.82
16/03/2017,LTCUSD,4.33,4.61,4.22,4.31,26304.3,115671.5
15/03/2017,LTCUSD,4.19,4.45,4.1,4.33,12627.06,53606.49
14/03/2017,LTCUSD,4.4,4.43,4.14,4.19,11034.41,46878.74
13/03/2017,LTCUSD,3.94,4.59,3.89,4.4,42518.54,178944.42
12/03/2017,LTCUSD,3.82,3.95,3.82,3.94,8772.58,34120.26
11/03/2017,LTCUSD,3.8,3.95,3.77,3.82,11047.37,42560.56
10/03/2017,LTCUSD,3.92,4.1,3.7,3.8,18535.12,71503.8
09/03/2017,LTCUSD,3.86,3.95,3.83,3.92,4531.54,17664.71
08/03/2017,LTCUSD,3.99,4.01,3.83,3.86,6430.8,24924.72
07/03/2017,LTCUSD,4.1,4.26,3.9,3.99,7519.73,30355.44
06/03/2017,LTCUSD,4.02,4.1,3.96,4.1,6314.51,25513.67
05/03/2017,LTCUSD,4.04,4.04,3.85,4.02,2678.46,10591.22
04/03/2017,LTCUSD,4.07,4.14,3.88,4.04,7149.99,28910.02
03/03/2017,LTCUSD,4.04,4.5,4.01,4.07,11345.61,46482.85
02/03/2017,LTCUSD,3.86,4.29,3.8,4.04,17914.12,71697.23
01/03/2017,LTCUSD,3.85,3.95,3.8,3.86,7024.1,27207.08
28/02/2017,LTCUSD,3.87,3.94,3.81,3.85,7178.05,27719.09
27/02/2017,LTCUSD,3.89,3.93,3.85,3.87,8118.85,31462.58
26/02/2017,LTCUSD,3.9,3.93,3.84,3.89,1609.56,6279.08
25/02/2017,LTCUSD,3.95,3.98,3.83,3.9,6196.69,24225.27
24/02/2017,LTCUSD,3.9,4,3.79,3.95,4441.76,17468.38
23/02/2017,LTCUSD,3.89,4,3.89,3.9,4162.74,16376.52
22/02/2017,LTCUSD,3.85,3.93,3.85,3.89,3827.01,14907.69
21/02/2017,LTCUSD,3.81,3.89,3.76,3.85,4251.94,16302.85
20/02/2017,LTCUSD,3.81,3.85,3.76,3.81,5834.8,22198.39
19/02/2017,LTCUSD,3.84,3.85,3.76,3.81,5782.49,21967.98
18/02/2017,LTCUSD,3.91,3.94,3.8,3.84,6207,24106
17/02/2017,LTCUSD,3.86,3.95,3.85,3.91,2416.17,9449.25
16/02/2017,LTCUSD,3.89,3.92,3.85,3.86,2015.25,7844.9
15/02/2017,LTCUSD,3.82,3.91,3.81,3.89,5192.11,20074.73
14/02/2017,LTCUSD,3.78,3.82,3.76,3.82,3759.67,14235.14
13/02/2017,LTCUSD,3.8,3.83,3.74,3.78,3918.84,14790.6
12/02/2017,LTCUSD,3.84,3.85,3.77,3.8,1874.13,7159.02
11/02/2017,LTCUSD,3.83,3.88,3.82,3.84,6102.78,23427.73
10/02/2017,LTCUSD,3.76,3.89,3.7,3.83,4467.94,16870.67
09/02/2017,LTCUSD,3.96,3.99,3.62,3.76,22605.5,84760.61
08/02/2017,LTCUSD,3.98,4.06,3.91,3.96,12368.11,48952.48
07/02/2017,LTCUSD,3.97,4.02,3.94,3.98,15672.25,62143.59
06/02/2017,LTCUSD,3.97,4.02,3.94,3.97,1563.38,6224.56
05/02/2017,LTCUSD,4.02,4.03,3.91,3.97,1422.82,5652.05
04/02/2017,LTCUSD,4.06,4.06,3.94,4.02,2869.52,11475.33
03/02/2017,LTCUSD,4.09,4.12,3.91,4.06,3788.11,15202.71
02/02/2017,LTCUSD,4.08,4.11,3.97,4.09,4402.83,17753.63
01/02/2017,LTCUSD,4.07,4.15,3.95,4.08,4344.7,17621.75
31/01/2017,LTCUSD,4.03,4.19,4.03,4.07,8629.56,35332.93
30/01/2017,LTCUSD,3.88,4.09,3.83,4.03,5940.04,23569.63
29/01/2017,LTCUSD,3.87,3.9,3.84,3.88,555.21,2151.59
28/01/2017,LTCUSD,3.9,3.9,3.85,3.87,779.02,3018.29
27/01/2017,LTCUSD,3.86,3.96,3.79,3.9,4136.72,16094.38
26/01/2017,LTCUSD,3.69,3.93,3.68,3.86,3798.15,14569.74
25/01/2017,LTCUSD,3.76,3.81,3.65,3.69,4379.69,16327.36
24/01/2017,LTCUSD,3.85,3.89,3.76,3.76,2644.01,10065.35
23/01/2017,LTCUSD,3.86,3.92,3.83,3.85,1230.11,4740.32
22/01/2017,LTCUSD,3.92,3.97,3.85,3.86,1711.05,6664.88
21/01/2017,LTCUSD,3.88,3.93,3.88,3.92,620.48,2425.73
20/01/2017,LTCUSD,3.88,3.95,3.86,3.88,893.27,3490.55
19/01/2017,LTCUSD,3.89,3.96,3.83,3.88,3095.56,12060.09
18/01/2017,LTCUSD,3.93,3.95,3.81,3.89,2195.3,8536.72
17/01/2017,LTCUSD,3.88,4.16,3.87,3.93,1774.48,7050.37
16/01/2017,LTCUSD,3.96,3.98,3.88,3.88,286.51,1128.4
15/01/2017,LTCUSD,4,4.1,3.95,3.96,1491.42,5948.97
14/01/2017,LTCUSD,3.97,4.25,3.92,4,1845.2,7599.47
13/01/2017,LTCUSD,4,4.06,3.9,3.97,734.43,2935.3
12/01/2017,LTCUSD,4.02,4.14,3.79,4,6095.85,23697.68
11/01/2017,LTCUSD,4.67,4.68,3.93,4.02,2254.06,9396.61
10/01/2017,LTCUSD,4.39,4.75,4.04,4.67,2519.56,11317.1
09/01/2017,LTCUSD,4.03,4.4,3.89,4.39,2350.53,9637.79
08/01/2017,LTCUSD,3.98,4.4,3.98,4.03,702.75,2880.47
07/01/2017,LTCUSD,3.88,4.49,3.66,3.98,3189.09,12856.93
06/01/2017,LTCUSD,4.23,4.34,3.83,3.88,1994.85,8047.56
05/01/2017,LTCUSD,4.55,4.88,3.88,4.23,7297.45,31928.73
04/01/2017,LTCUSD,4.55,5.99,4.45,4.55,8610.91,40793.67
03/01/2017,LTCUSD,4.56,4.65,4.42,4.55,1619.48,7374.14
02/01/2017,LTCUSD,4.51,4.9,4.4,4.56,5926.67,27181.45
01/01/2017,LTCUSD,4.36,4.57,4.34,4.51,3098.39,13853.97
31/12/2016,LTCUSD,4.35,4.48,4.28,4.36,1399.92,6205.18
30/12/2016,LTCUSD,4.69,4.69,4.21,4.35,426.96,1889.1
29/12/2016,LTCUSD,4.53,5,4.4,4.69,1363.86,6340.89
28/12/2016,LTCUSD,4.33,4.6,4.3,4.53,1948.77,8717.86
27/12/2016,LTCUSD,4.23,4.52,4.18,4.33,1157.07,5002.66
26/12/2016,LTCUSD,4.3,4.37,4.13,4.23,470.91,2017.01
25/12/2016,LTCUSD,4.47,4.49,4.08,4.3,2399.4,10050.99
24/12/2016,LTCUSD,4.49,5.14,4.2,4.47,5936.48,26849.46
23/12/2016,LTCUSD,3.69,4.49,3.65,4.49,5734.25,23577.24
22/12/2016,LTCUSD,3.66,3.88,3.62,3.69,2927.68,10852.83
21/12/2016,LTCUSD,3.62,3.91,3.62,3.66,1092.59,4045.21
20/12/2016,LTCUSD,3.66,3.69,3.61,3.62,115.89,420.99
19/12/2016,LTCUSD,3.69,3.71,3.61,3.66,69.12,252.58
18/12/2016,LTCUSD,3.72,3.73,3.62,3.62,300.26,1107.04
17/12/2016,LTCUSD,3.64,3.72,3.6,3.72,175.22,639.4
16/12/2016,LTCUSD,3.64,3.68,3.56,3.64,178.69,651.86
15/12/2016,LTCUSD,3.6,3.7,3.5,3.5,313.7,1130.79
14/12/2016,LTCUSD,3.65,3.66,3.6,3.6,278.33,1007.56
13/12/2016,LTCUSD,3.64,3.68,3.62,3.65,13.05,47.44
12/12/2016,LTCUSD,3.64,3.69,3.62,3.64,256.32,931.08
11/12/2016,LTCUSD,3.7,3.7,3.61,3.64,42.16,155.11
10/12/2016,LTCUSD,3.74,3.74,3.63,3.7,62.14,227.51
09/12/2016,LTCUSD,3.65,3.74,3.61,3.74,260.5,957.34
08/12/2016,LTCUSD,3.67,3.77,3.63,3.65,1858.38,6925.82
07/12/2016,LTCUSD,3.51,3.86,3.5,3.67,1074.52,3936.99
06/12/2016,LTCUSD,3.58,3.58,3.42,3.5,98.57,345.38
05/12/2016,LTCUSD,3.89,3.89,3.32,3.58,4942.56,17378.91
04/12/2016,LTCUSD,3.9,3.92,3.86,3.89,157.4,613.45
03/12/2016,LTCUSD,3.94,3.94,3.87,3.9,101.1,393.87
02/12/2016,LTCUSD,3.88,3.94,3.87,3.94,417.25,1626.24
01/12/2016,LTCUSD,3.84,3.89,3.84,3.88,163.51,634.55
30/11/2016,LTCUSD,3.83,3.98,3.51,3.84,1834.57,7032.05
29/11/2016,LTCUSD,3.84,3.91,3.81,3.83,723.21,2764.75
28/11/2016,LTCUSD,3.87,3.92,3.81,3.84,1017.72,3946.49
27/11/2016,LTCUSD,3.86,3.89,3.82,3.87,108.29,417.43
26/11/2016,LTCUSD,3.87,3.91,3.81,3.86,1275.01,4868.94
25/11/2016,LTCUSD,3.9,3.91,3.85,3.87,156.78,607.24
24/11/2016,LTCUSD,3.86,3.93,3.86,3.9,190.94,742.37
23/11/2016,LTCUSD,3.9,3.97,3.86,3.86,346.85,1360.12
22/11/2016,LTCUSD,3.93,3.99,3.88,3.9,860.44,3382.46
21/11/2016,LTCUSD,3.89,3.93,3.87,3.93,130.62,509.35
20/11/2016,LTCUSD,3.92,3.99,3.86,3.89,164.13,643.37
19/11/2016,LTCUSD,3.87,3.99,3.85,3.92,256.35,1000.43
18/11/2016,LTCUSD,3.9,3.95,3.85,3.87,394.61,1532.63
17/11/2016,LTCUSD,3.92,3.96,3.81,3.9,2415.8,9243.17
16/11/2016,LTCUSD,3.92,4.06,3.86,3.92,2463.69,9754.85
15/11/2016,LTCUSD,3.87,3.96,3.84,3.92,1021.95,3958.04
14/11/2016,LTCUSD,3.86,3.91,3.81,3.87,165.44,641.31
13/11/2016,LTCUSD,3.75,3.94,3.65,3.86,3350.58,12636.37
12/11/2016,LTCUSD,3.8,3.85,3.72,3.75,2269.69,8554.23
11/11/2016,LTCUSD,3.8,3.86,3.79,3.8,156.89,599.74
10/11/2016,LTCUSD,3.98,3.98,3.79,3.8,297.62,1147.5
09/11/2016,LTCUSD,3.91,3.99,3.77,3.98,2072.32,8051.96
08/11/2016,LTCUSD,3.88,3.91,3.84,3.91,473.42,1836.47
07/11/2016,LTCUSD,3.91,3.92,3.83,3.88,530.28,2051.78
06/11/2016,LTCUSD,3.87,3.93,3.85,3.91,56.16,217.78
05/11/2016,LTCUSD,3.88,3.94,3.86,3.87,269.7,1049.03
04/11/2016,LTCUSD,3.9,3.98,3.77,3.88,2533.67,9733.85
03/11/2016,LTCUSD,4.07,4.34,3.8,3.9,5243.76,20486.6
02/11/2016,LTCUSD,4.02,4.35,3.99,4.07,1362.31,5672.28
01/11/2016,LTCUSD,3.98,4.5,3.92,4.02,2693.26,10896.7
31/10/2016,LTCUSD,3.93,4.07,3.92,3.98,269.31,1068.44
30/10/2016,LTCUSD,4.06,4.25,3.93,3.93,769.09,3101.77
29/10/2016,LTCUSD,3.9,4.24,3.9,4.06,1302.51,5253.2
28/10/2016,LTCUSD,3.99,4.02,3.88,3.9,736.25,2908.13
27/10/2016,LTCUSD,3.89,4.14,3.89,3.99,1250.54,5000.7
26/10/2016,LTCUSD,3.85,3.96,3.76,3.89,2443.09,9517.7
25/10/2016,LTCUSD,3.87,3.88,3.8,3.85,1236.91,4780.68
24/10/2016,LTCUSD,3.88,3.89,3.82,3.87,449.7,1742.74
23/10/2016,LTCUSD,3.84,3.89,3.7,3.88,1264.73,4876.49
22/10/2016,LTCUSD,3.79,3.88,3.75,3.84,1059.48,4058.56
21/10/2016,LTCUSD,3.8,3.81,3.75,3.79,554.79,2096.54
20/10/2016,LTCUSD,3.79,3.81,3.78,3.8,259.97,985.03
19/10/2016,LTCUSD,3.91,3.91,3.79,3.79,1150.12,4378.99
18/10/2016,LTCUSD,3.82,3.91,3.8,3.91,712.35,2726.28
17/10/2016,LTCUSD,3.88,3.94,3.82,3.82,254.53,984.55
16/10/2016,LTCUSD,3.92,3.94,3.86,3.88,20.33,79.6
15/10/2016,LTCUSD,3.82,3.94,3.82,3.92,90.52,353.96
14/10/2016,LTCUSD,3.83,3.92,3.82,3.82,41.21,158.99
13/10/2016,LTCUSD,3.8,3.93,3.8,3.83,2328.47,8964.19
12/10/2016,LTCUSD,3.83,3.83,3.79,3.8,668.96,2559.72
11/10/2016,LTCUSD,3.79,3.84,3.75,3.83,630.47,2391.72
10/10/2016,LTCUSD,3.84,3.84,3.79,3.79,506.01,1923.3
09/10/2016,LTCUSD,3.86,3.86,3.8,3.8,61.88,235.61
08/10/2016,LTCUSD,3.82,3.88,3.8,3.86,450,1729.48
07/10/2016,LTCUSD,3.82,3.87,3.8,3.82,209.98,807.59
06/10/2016,LTCUSD,3.88,3.88,3.78,3.82,2211.69,8462.5
05/10/2016,LTCUSD,3.85,3.91,3.79,3.88,1121.28,4303.05
04/10/2016,LTCUSD,3.83,3.9,3.81,3.85,2282.76,8799.22
03/10/2016,LTCUSD,3.83,3.94,3.83,3.83,788.02,3056.83
02/10/2016,LTCUSD,3.85,3.86,3.82,3.83,94.91,364.52
01/10/2016,LTCUSD,3.81,3.86,3.81,3.85,384.99,1480.88
30/09/2016,LTCUSD,3.86,3.87,3.8,3.81,1087.66,4150
29/09/2016,LTCUSD,3.81,3.88,3.81,3.86,101.74,391.08
28/09/2016,LTCUSD,3.83,3.9,3.79,3.81,322.92,1235.95
27/09/2016,LTCUSD,3.92,3.92,3.79,3.83,979.07,3726.8
26/09/2016,LTCUSD,3.8,4,3.79,3.92,822,3234.18
25/09/2016,LTCUSD,3.87,3.87,3.8,3.8,243.91,930.18
24/09/2016,LTCUSD,3.83,4.06,3.83,3.87,281.43,1083.22
23/09/2016,LTCUSD,3.79,4.2,3.77,3.83,718.33,2727.28
22/09/2016,LTCUSD,3.76,5.05,3.76,3.79,2472.29,10771.79
21/09/2016,LTCUSD,4,6.72,3.61,3.82,2318.93,8902.36
20/09/2016,LTCUSD,3.86,4,3.76,4,2595.89,10062.6
19/09/2016,LTCUSD,3.87,3.93,3.8,3.86,441.01,1686.32
18/09/2016,LTCUSD,3.82,3.87,3.81,3.87,1268.13,4881.58
17/09/2016,LTCUSD,3.81,3.88,3.81,3.82,212.16,814.6
16/09/2016,LTCUSD,3.81,3.89,3.8,3.81,326.63,1247.18
15/09/2016,LTCUSD,3.85,3.95,3.81,3.81,608.84,2348.95
14/09/2016,LTCUSD,3.81,3.85,3.8,3.85,49.11,187.28
13/09/2016,LTCUSD,3.88,3.88,3.8,3.81,335.71,1282.62
12/09/2016,LTCUSD,3.9,3.96,3.77,3.88,838.62,3224.07
11/09/2016,LTCUSD,3.96,4.04,3.86,3.9,1163.77,4644.94
10/09/2016,LTCUSD,3.96,4,3.95,3.96,18.85,74.81
09/09/2016,LTCUSD,4.01,4.02,3.94,3.96,395.91,1579.08
08/09/2016,LTCUSD,3.96,4.03,3.95,4.01,81.54,325.43
07/09/2016,LTCUSD,3.95,4.03,3.91,3.96,502.14,1982.58
06/09/2016,LTCUSD,3.96,3.98,3.91,3.95,643.6,2540.44
05/09/2016,LTCUSD,4.02,4.07,3.94,3.96,450.33,1799.26
04/09/2016,LTCUSD,3.88,4.08,3.85,4.02,1144.97,4580.38
03/09/2016,LTCUSD,3.84,3.99,3.8,3.88,1738.77,6696.08
02/09/2016,LTCUSD,3.66,4.35,3.65,3.84,2749.11,10778.59
01/09/2016,LTCUSD,3.74,3.9,3.26,3.66,3598.05,13490.56
31/08/2016,LTCUSD,3.81,3.85,3.74,3.74,379.74,1439.1
30/08/2016,LTCUSD,3.77,3.85,3.74,3.81,368.34,1397.08
29/08/2016,LTCUSD,3.72,3.84,3.7,3.77,853.75,3258.39
28/08/2016,LTCUSD,3.78,3.78,3.62,3.72,1904.98,7111.87
27/08/2016,LTCUSD,3.81,3.85,3.62,3.78,1140.72,4295.72
26/08/2016,LTCUSD,3.81,3.9,3.77,3.81,3336.89,12746.27
25/08/2016,LTCUSD,3.84,3.88,3.75,3.81,5085.64,19276.6
24/08/2016,LTCUSD,3.95,3.96,3.61,3.84,5083.21,19247.53
23/08/2016,LTCUSD,3.95,3.95,3.87,3.95,443.86,1737.31
